Wavelength,Reflectance
449.2524515159198,0.03412970701253228
451.2552034028199,0.02681028168952301
453.2578927756799,0.03049696590469909
455.2605196345,0.02736884282849954
457.2630839792798,0.02933945897223701
459.26558581002,0.02489317807606991
461.2680251267197,0.02878036080525476
463.2704019293799,0.02638963520210173
465.2727162179999,0.02624445389898512
467.2749679925798,0.02540070348188993
469.2771572531199,0.02562090765409811
471.2792839996198,0.02700119051559706
473.2813482320801,0.02319837653169139
475.2833499505,0.02007221572995967
477.2852891548798,0.0262965721561546
479.2871658452198,0.02310403975527247
481.2889800215198,0.02476121522374359
483.29073168378,0.02456649835824886
485.2924208319998,0.02481260463344824
487.2940474661798,0.02598300246210714
489.2956115863199,0.02567641711196678
491.2971131924198,0.02860199951468542
493.2985522844799,0.02800399236856979
495.2999288624999,0.02624694830977831
497.30124292648,0.02744257888379454
499.30249447642,0.0301644200603465
501.3036835123198,0.02869324428660021
503.30481003418,0.03160539704431489
505.3058740419999,0.03244081118051035
507.3068755357799,0.03631082489680941
509.3078145155198,0.03777866616498913
511.3086909812198,0.04074071867296768
513.3095049328799,0.04259517603436257
515.3102563704999,0.04973383901648688
517.3109452940798,0.05640543014478541
519.3115717036198,0.05940085212633057
521.3121355991198,0.06475797219825638
523.31263698058,0.07105371948488877
525.3130758479999,0.07341497288079239
527.31345220138,0.08194126759638644
529.3137660407199,0.08466645662408892
531.3140173660197,0.09252273197265272
533.3142061772801,0.09761462974235163
535.3143324744999,0.099391754229405
537.3143962576798,0.1001399485929928
539.3143975268199,0.1040148356962137
541.3143362819199,0.1076720207507899
543.3142125229799,0.1051878148725372
545.3140262499999,0.1076032507501899
547.3137774629799,0.1086664219099109
549.3134661619199,0.1110846556543934
551.3130923468198,0.1099037300300196
553.31265601768,0.107981959893379
555.3121571745,0.1099292551959582
557.3115958172798,0.1095074456135374
559.3109719460199,0.1064396538951432
561.3102855607199,0.1049762770940659
563.30953666138,0.1016533702192655
565.308725248,0.09895857118673874
567.3078513205799,0.09640540447800205
569.3069148791199,0.09321269679247939
571.3059159236198,0.08968968806555483
573.30485445408,0.08547166483281114
575.3037304704999,0.08235192336213479
577.3025439728799,0.0774724643835312
579.3012949612198,0.0761406319302501
581.2999834355198,0.07416304713929754
583.29860939578,0.07015354354834612
585.297172842,0.06846191497574543
587.2956737741799,0.06835522165902148
589.2941121923197,0.06528279068773545
591.2924880964201,0.06523798469536993
593.29080148648,0.06550833689028157
595.2890523624999,0.06257972215777197
597.28724072448,0.06472664608318794
599.2853665724199,0.06289217622322485
601.28342990632,0.0606678682317472
603.2814307261799,0.06010767117830221
605.279369032,0.05941397808703469
607.2772448237799,0.06045037623087818
609.2750581015198,0.05464315227822264
611.27280886522,0.05471723663731343
613.2704971148801,0.05159528660833365
615.2681228504998,0.05119359404670788
617.2656860720799,0.04874758662084432
619.2631867796199,0.04825223684724625
621.26062497312,0.0449429139238738
623.25800065258,0.04545493189074289
625.2553138179999,0.04496678777349872
627.2525644693799,0.04603184697173963
629.2497526067198,0.04534838987078236
631.24687823002,0.04316248788923011
633.2439413392799,0.04336098366295698
635.2409419344999,0.04296523012591082
637.2378800156798,0.04256659585977598
639.2347555828198,0.04041290725890215
641.23156863592,0.03977484604945167
643.22831917498,0.03707621273764832
645.2250071999999,0.03443121565989078
647.22163271098,0.03525965103315962
649.2181957079199,0.03275275822419849
651.21469619082,0.03267463628807148
653.2111341596799,0.03190370500495565
655.2075096144999,0.03055470659420364
657.2038225552799,0.02914144685413084
659.2000729820197,0.02787417319631939
661.1962608947199,0.02887642372598595
663.19238629338,0.02655790219065067
665.1884491779999,0.02401373182248115
667.1844495485798,0.02485116549667221
669.1803874051197,0.02479760277234962
671.1762627476201,0.02472761233959344
673.17207557608,0.02444279626591471
675.1678258904999,0.025557035930432
677.1635136908799,0.02448525455215238
679.1591389772198,0.02548172854367092
681.15470174952,0.02592038683857743
683.1502020077799,0.02715741286613407
685.1456397519999,0.03087316198567277
687.14101498218,0.03545260457288753
689.1363276983197,0.04156124386334663
691.1315779004201,0.04732668983539719
693.1267655884799,0.06107809660060045
695.1218907625,0.0742772762708904
697.1169534224798,0.0895625761567716
699.1119535684197,0.1080980963667617
701.10689120032,0.1238702609400806
703.1017663181799,0.1412508358323604
705.0965789219999,0.1585702728567113
707.0913290117799,0.1746288828304351
709.0860165875199,0.1916373894095162
711.0806416492201,0.2064162803939961
713.0752041968799,0.2235219263399919
715.0697042304998,0.2405692407608221
717.0641417500799,0.2546744065979162
719.0585167556198,0.2685491954380144
721.0528292471199,0.282296853878194
723.0470792245799,0.2925099112157638
725.041266688,0.3060227945355012
727.0353916373799,0.3199643571403627
729.0294540727198,0.327528597197719
731.02345399402,0.3348656683056999
733.0173914012801,0.3409996103903398
735.0112662944998,0.3485815944088947
737.0050786736799,0.3519558175657984
738.9988285388199,0.3541919334976403
740.99251588992,0.3553906378762628
742.98614072698,0.361489168936397
744.9797030499999,0.3609621211503327
746.9732028589799,0.3643050646339139
748.9666401539198,0.3654989404231201
750.96001493482,0.370584090551991
752.9533272016799,0.3661488093024318
754.9465769545,0.3712803669926296
756.9397641932799,0.3695822154374411
758.9328889180199,0.372477356692297
760.92595112872,0.371222628663655
762.9189508253799,0.3720486634084111
764.911888008,0.3732122719941798
766.9047626765798,0.3705577584902469
768.8975748311198,0.3744825623684383
770.89032447162,0.3716389060863596
772.88301159808,0.3692350682685742
774.8756362104998,0.3672269303386625
776.8681983088798,0.3685842797562587
778.8606978932198,0.3671937801643139
780.85313496352,0.3714831351874765
782.8455095197799,0.366277285529202
784.8378215619998,0.3678107778261143
786.8300710901799,0.369546539704695
788.8222581043199,0.3682393718536643
790.81438260442,0.3732485378127677
792.8064445904799,0.3669869870319429
794.7984440624998,0.3735566129259159
796.7903810204798,0.3646266965539324
798.7822554644199,0.3626972417766162
800.7740673943199,0.3645055433334718
802.76581681018,0.3681999972475712
804.7575037119998,0.3688612900101408
806.7491280997799,0.3649355957243918
808.7406899735197,0.3669312049846436
810.73218933322,0.3676122694731654
812.7236261788798,0.3676246864278115
814.7150005105,0.3650280336685983
816.7063123280798,0.3679579810440274
818.6975616316197,0.364838761907997
820.68874842112,0.3636487884297474
822.6798726965799,0.3650302747019777
824.6709344579999,0.3624610261050287
826.6619337053799,0.3650016630631754
828.6528704387199,0.3649358738997907
830.6437446580201,0.3631929175070291
832.6345563632799,0.3623535786556631
834.6253055544998,0.3642092461666769
836.6159922316799,0.3671861980406849
838.6066163948199,0.3634978815784193
840.5971780439199,0.357430405998727
842.5876771789799,0.3595571926932019
844.5781138,0.3644828610087719
846.5684879069797,0.3602540361492919
848.5587994999198,0.3631662815082733
952.26062,0.4198101532470852
958.15362070109,0.4162587892276011
964.04705940436,0.4138213077646939
969.94093610981,0.4122198216312847
975.83525081744,0.4107290157173114
981.73000352725,0.4093835625834028
987.62519423924,0.4086417581185789
